,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
81,5d mid 8s mid,3c mid 3h mid,KdKh--AdAcAh,KdKh-5d8s-AdAcAh,KdKh-5d8s3c3h-AdAcAh,5d 8s Ts ,3c 3h 2s ,23.0,0.0,29.0,0.0,0.0,0.0,33.0,25.0,0.0,0.0,11.0,8s mid Ts mid,0.6400000000000006,3c mid 3h mid,0.0
82,2h top 4s mid,4h mid 2s mid,KdKh--AdAcAh,KdKh2h-4s-AdAcAh,KdKh2h-4s4h2s-AdAcAh,Kc 2h 4s ,4h 9h 2s ,0.0,31.0,23.0,23.0,0.0,29.0,0.0,31.0,0.0,23.0,16.0,2h mid 4s mid,1.6399999999999988,4h mid 9h mid,1.5633333333333326
83,5d mid 5c mid,5s mid 9s mid,KdKh--AdAcAh,KdKh-5d5c-AdAcAh,KdKh-5d5c5s9s-AdAcAh,4d 5d 5c ,5s 9s Qs ,31.0,31.0,31.0,31.0,31.0,31.0,31.0,25.0,25.0,25.0,29.0,5d mid 5c mid,0.0,5s mid Qs bot,0.6133333333333333
84,7h mid Jh mid,3d bot Jc mid,KdKh--AdAcAh,KdKh-7hJh-AdAcAh,KdKh-7hJhJc-AdAcAh3d,7h Jh As ,3d Jc Ts ,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,29.0,41.0,17.0,7h mid As bot,5.095333333333333,Jc mid Ts bot,0.17233333333333078
85,6s mid 8s mid,7s mid As bot,KdKh--AdAcAh,KdKh-6s8s-AdAcAh,KdKh-6s8s7s-AdAcAhAs,5d 6s 8s ,7d 7s As ,37.0,0.0,37.0,33.0,37.0,33.0,41.0,0.0,0.0,0.0,21.0,6s mid 8s mid,0.0,7s mid As bot,0.0
86,Td mid Tc mid,5c bot 6s mid,KdKh--AdAcAh,KdKh-TdTc-AdAcAh,KdKh-TdTc6s-AdAcAh5c,7d Td Tc ,5c 9c 6s ,31.0,29.0,0.0,23.0,0.0,0.0,23.0,25.0,23.0,0.0,15.0,Td mid Tc mid,0.0,9c mid 6s bot,0.20633333333333326
87,Qh mid 2s mid,4c bot 9s bot,KdKh--AdAcAh,KdKh-Qh2s-AdAcAh,KdKh-Qh2s-AdAcAh4c9s,Qh 2s 7s ,4c 9s Ts ,23.0,0.0,23.0,23.0,0.0,23.0,25.0,0.0,23.0,0.0,14.0,2s mid 7s mid,0.6033333333333335,9s top Ts mid,9.173666666666668
88,4c mid 4h mid,4d mid 2s bot,KdKh--AdAcAh,KdKh-4c4h-AdAcAh,KdKh-4c4h4d-AdAcAh2s,4c 4h 8h ,4d 5h 2s ,25.0,25.0,41.0,25.0,31.0,35.0,31.0,25.0,25.0,25.0,28.0,4c mid 4h mid,0.0,4d mid 5h bot,0.038000000000000256
89,5s mid 8s mid,Th mid Ts mid,KdKh--AdAcAh,KdKh-5s8s-AdAcAh,KdKh-5s8sThTs-AdAcAh,5s 6s 8s ,7d Th Ts ,29.0,23.0,0.0,0.0,23.0,0.0,29.0,25.0,0.0,23.0,15.0,6s mid 8s mid,0.43733333333333313,Th mid Ts mid,0.0
90,5d mid 9d mid,7c top 6s mid,KdKh--AdAcAh,KdKh-5d9d-AdAcAh,KdKh7c-5d9d6s-AdAcAh,2d 5d 9d ,7c 6s Js ,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,2d mid 5d mid,0.0686666666666671,7c mid Js bot,0.5636666666666681
91,Jd mid 4h mid,4c mid 8c bot,KdKh--AdAcAh,KdKh-Jd4h-AdAcAh,KdKh-Jd4h4c-AdAcAh8c,7d Jd 4h ,4c 8c 2s ,23.0,23.0,0.0,0.0,23.0,25.0,25.0,29.0,29.0,25.0,20.0,7d mid Jd mid,0.6793333333333322,4c mid 8c mid,0.1280000000000001
92,2h mid 8h mid,Th mid Ts mid,KdKh--AdAcAh,KdKh-2h8h-AdAcAh,KdKh-2h8hThTs-AdAcAh,9d 2h 8h ,Th 4s Ts ,23.0,25.0,25.0,33.0,29.0,0.0,23.0,25.0,0.0,25.0,20.0,9d mid 8h mid,0.34866666666666646,Th mid Ts mid,0.0
93,2c mid Ts top,8h bot 5s mid,KdKh--AdAcAh,KdKhTs-2c-AdAcAh,KdKhTs-2c5s-AdAcAh8h,2c 4s Ts ,7h 8h 5s ,0.0,0.0,23.0,0.0,29.0,33.0,23.0,0.0,29.0,0.0,13.0,4s mid Ts mid,13.971333333333334,7h mid 5s mid,1.072333333333333
94,6d mid 6s mid,6c mid 2h mid,KdKh--AdAcAh,KdKh-6d6s-AdAcAh,KdKh-6d6s6c2h-AdAcAh,6d 8d 6s ,Td 6c 2h ,25.0,41.0,25.0,31.0,31.0,25.0,41.0,25.0,25.0,31.0,30.0,6d mid 6s mid,0.0,Td bot 6c mid,0.5483333333333356
95,5c mid Th top,Jd mid 6c bot,KdKh--AdAcAh,KdKhTh-5c-AdAcAh,KdKhTh-5cJd-AdAcAh6c,Qd 5c Th ,Jd 6c Qs ,0.0,0.0,29.0,0.0,0.0,25.0,0.0,33.0,0.0,0.0,8.0,Qd mid Th mid,1.6353333333333335,Jd mid Qs mid,1.6146666666666674
96,Tc mid 6s mid,4c bot Qc mid,KdKh--AdAcAh,KdKh-Tc6s-AdAcAh,KdKh-Tc6sQc-AdAcAh4c,Tc 9h 6s ,2c 4c Qc ,0.0,29.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,8.0,Tc mid 9h mid,14.044,2c bot 4c mid,0.033666666666666956
97,4d mid Jc mid,Jd mid 3s bot,KdKh--AdAcAh,KdKh-4dJc-AdAcAh,KdKh-4dJcJd-AdAcAh3s,4d 2c Jc ,6d Jd 3s ,0.0,33.0,0.0,29.0,23.0,23.0,23.0,0.0,31.0,23.0,18.0,2c mid Jc mid,0.7460000000000004,6d bot Jd mid,0.10033333333333516
98,2c mid 2s mid,9d top Qs mid,KdKh--AdAcAh,KdKh-2c2s-AdAcAh,KdKh9d-2c2sQs-AdAcAh,2c 8c 2s ,9d 8h Qs ,25.0,23.0,0.0,0.0,23.0,23.0,25.0,23.0,23.0,29.0,19.0,2c mid 2s mid,0.0,9d mid 8h mid,0.5180000000000007
99,Qd mid Ts mid,6c bot 9s mid,KdKh--AdAcAh,KdKh-QdTs-AdAcAh,KdKh-QdTs9s-AdAcAh6c,Qd 4s Ts ,4c 6c 9s ,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,0.0,4.0,4s mid Ts mid,0.24533333333333296,4c bot 9s mid,0.1913333333333327
100,7c mid 2h mid,4c bot 6h top,KdKh--AdAcAh,KdKh-7c2h-AdAcAh,KdKh6h-7c2h-AdAcAh4c,3d 7c 2h ,4c 6h Js ,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,4.0,3d mid 2h mid,0.6226666666666674,4c mid 6h top,1.0326666666666675
101,4c mid 4s mid,7c top 8h mid,KdKh--AdAcAh,KdKh-4c4s-AdAcAh,KdKh7c-4c4s8h-AdAcAh,4c 4s Js ,5c 7c 8h ,29.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,19.0,4c mid 4s mid,0.0,5c bot 7c mid,0.5850000000000009
102,Ts mid Js mid,3c top Jh mid,KdKh--AdAcAh,KdKh-TsJs-AdAcAh,KdKh3c-TsJsJh-AdAcAh,4c Ts Js ,6d 3c Jh ,23.0,29.0,0.0,0.0,23.0,41.0,23.0,23.0,25.0,23.0,21.0,Ts mid Js mid,0.0,3c bot Jh mid,0.3223333333333329
103,9d mid Jh mid,2c mid 2s mid,KdKh--AdAcAh,KdKh-9dJh-AdAcAh,KdKh-9dJh2c2s-AdAcAh,9d Jh 3s ,2c 2s 6s ,31.0,0.0,23.0,0.0,31.0,0.0,25.0,23.0,0.0,29.0,16.0,9d mid Jh mid,0.0,2c mid 2s mid,0.0
104,6d mid Qd mid,6c mid 6s mid,KdKh--AdAcAh,KdKh-6dQd-AdAcAh,KdKh-6dQd6c6s-AdAcAh,6d Qd 5c ,4c 6c 6s ,25.0,31.0,35.0,41.0,25.0,25.0,25.0,31.0,25.0,25.0,28.0,6d mid 5c mid,0.10000000000000142,6c mid 6s mid,0.0
105,4c mid Qc mid,7d bot 9c mid,KdKh--AdAcAh,KdKh-4cQc-AdAcAh,KdKh-4cQc9c-AdAcAh7d,4c Qc 6s ,2d 7d 9c ,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,4.0,4c mid Qc mid,0.0,7d bot 9c mid,0.0
106,9c mid 4s mid,9h mid 9s mid,KdKh--AdAcAh,KdKh-9c4s-AdAcAh,KdKh-9c4s9h9s-AdAcAh,5c 9c 4s ,8d 9h 9s ,31.0,25.0,31.0,35.0,31.0,35.0,31.0,41.0,25.0,45.0,33.0,5c mid 9c mid,0.5060000000000002,9h mid 9s mid,0.0
107,9c mid As bot,Tc mid Ts mid,KdKh--AdAcAh,KdKh-9c-AdAcAhAs,KdKh-9cTcTs-AdAcAhAs,5d 9c As ,Tc 2s Ts ,33.0,0.0,35.0,0.0,33.0,33.0,45.0,0.0,33.0,0.0,21.0,9c mid As bot,0.0,Tc mid Ts mid,0.0
108,8c mid 8h mid,Jd top Ts mid,KdKh--AdAcAh,KdKh-8c8h-AdAcAh,KdKhJd-8c8hTs-AdAcAh,8c 8h Jh ,Jd Qd Ts ,23.0,41.0,35.0,23.0,29.0,23.0,23.0,23.0,23.0,23.0,26.0,8c mid 8h mid,0.0,Jd mid Ts bot,0.24533333333333474
109,9h mid Qh mid,Qd mid Js bot,KdKh--AdAcAh,KdKh-9hQh-AdAcAh,KdKh-9hQhQd-AdAcAhJs,6d 9h Qh ,Qd Js Ks ,23.0,23.0,23.0,23.0,33.0,0.0,23.0,25.0,0.0,23.0,19.0,9h mid Qh mid,0.0,Qd mid Js mid,0.07900000000000063
110,Td mid Tc mid,Qc bot 2s mid,KdKh--AdAcAh,KdKh-TdTc-AdAcAh,KdKh-TdTc2s-AdAcAhQc,Td Tc 8s ,Qc 2s 7s ,25.0,23.0,0.0,0.0,0.0,25.0,23.0,23.0,23.0,23.0,16.0,Td mid Tc mid,0.0,Qc bot 7s mid,18.976333333333333
111,5c mid 5h mid,4c bot Tc mid,KdKh--AdAcAh,KdKh-5c5h-AdAcAh,KdKh-5c5hTc-AdAcAh4c,Jd 5c 5h ,4c Tc 8h ,23.0,23.0,0.0,31.0,29.0,23.0,0.0,23.0,23.0,25.0,20.0,5c mid 5h mid,0.0,Tc mid 8h bot,0.020666666666667055
112,7c bot 2s mid,4c mid 4s mid,KdKh--AdAcAh,KdKh-2s-AdAcAh7c,KdKh-2s4c4s-AdAcAh7c,7c 3h 2s ,4c Qh 4s ,23.0,23.0,23.0,23.0,29.0,0.0,23.0,29.0,33.0,0.0,20.0,3h mid 2s mid,2.1386666666666656,4c mid 4s mid,0.0
113,3h mid 6s mid,3s mid Qs top,KdKh--AdAcAh,KdKh-3h6s-AdAcAh,KdKhQs-3h6s3s-AdAcAh,7c 3h 6s ,7h 3s Qs ,31.0,25.0,25.0,23.0,23.0,23.0,25.0,23.0,0.0,33.0,23.0,7c mid 6s mid,0.3266666666666662,3s mid Qs mid,0.8050000000000033
114,Tc mid 4s mid,2h bot 9h mid,KdKh--AdAcAh,KdKh-Tc4s-AdAcAh,KdKh-Tc4s9h-AdAcAh2h,Tc 4s 7s ,Qd 2h 9h ,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,4.0,4s mid 7s mid,1.1666666666666679,Qd bot 9h mid,0.013666666666667382
115,9d mid 9s mid,3d top 7d mid,KdKh--AdAcAh,KdKh-9d9s-AdAcAh,KdKh3d-9d9s7d-AdAcAh,9d 2s 9s ,3d 7d 5s ,33.0,25.0,29.0,23.0,23.0,0.0,23.0,0.0,0.0,23.0,17.0,9d mid 9s mid,0.0,3d mid 7d mid,0.6076666666666668
116,7c mid As bot,6h mid 7s mid,KdKh--AdAcAh,KdKh-7c-AdAcAhAs,KdKh-7c6h7s-AdAcAhAs,Jd 7c As ,6h 7s Qs ,35.0,33.0,0.0,0.0,33.0,33.0,35.0,35.0,33.0,33.0,27.0,7c mid As bot,0.0,7s mid Qs mid,0.23366666666666447
117,Jc mid Js mid,4c mid 2h top,KdKh--AdAcAh,KdKh-JcJs-AdAcAh,KdKh2h-JcJs4c-AdAcAh,Jc 9h Js ,Qd 4c 2h ,31.0,23.0,23.0,29.0,0.0,0.0,35.0,23.0,23.0,25.0,21.0,Jc mid Js mid,0.0,4c mid 2h bot,0.25633333333333397
118,2h mid 9s mid,3h bot Jh top,KdKh--AdAcAh,KdKh-2h9s-AdAcAh,KdKhJh-2h9s-AdAcAh3h,8c 2h 9s ,Kc 3h Jh ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,8c mid 9s mid,14.217333333333332,3h top Jh mid,1.5159999999999991
119,2s mid 3s mid,4c top 9s bot,KdKh--AdAcAh,KdKh-2s3s-AdAcAh,KdKh4c-2s3s-AdAcAh9s,2s 3s 5s ,Jd 4c 9s ,0.0,0.0,23.0,25.0,0.0,0.0,23.0,0.0,29.0,0.0,10.0,3s mid 5s mid,0.19866666666666788,4c bot 9s mid,10.728333333333333
120,Qd mid 9h mid,Jh bot 9s mid,KdKh--AdAcAh,KdKh-Qd9h-AdAcAh,KdKh-Qd9h9s-AdAcAhJh,Qd 4c 9h ,7c Jh 9s ,53.0,35.0,25.0,0.0,23.0,29.0,29.0,23.0,23.0,33.0,27.0,Qd mid 9h mid,0.0,7c bot 9s mid,0.09933333333333394
121,2d mid 4h mid,3c mid 5h bot,KdKh--AdAcAh,KdKh-2d4h-AdAcAh,KdKh-2d4h3c-AdAcAh5h,2d 4h Js ,3c 5h 8h ,23.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,2d mid Js mid,0.09800000000000075,3c mid 8h bot,0.31533333333333324
122,3d mid 8d mid,4c bot 3s mid,KdKh--AdAcAh,KdKh-3d8d-AdAcAh,KdKh-3d8d3s-AdAcAh4c,3d 8d 5s ,4c 5c 3s ,23.0,23.0,0.0,23.0,0.0,23.0,23.0,23.0,0.0,25.0,16.0,8d mid 5s mid,0.052666666666667084,4c mid 3s mid,0.3246666666666691
123,2c mid 3c mid,Qc top 2s mid,KdKh--AdAcAh,KdKh-2c3c-AdAcAh,KdKhQc-2c3c2s-AdAcAh,2c 3c 5s ,Qc 2s 8s ,0.0,23.0,33.0,0.0,23.0,0.0,23.0,23.0,23.0,0.0,14.0,2c mid 3c mid,0.0,2s mid 8s mid,0.8996666666666684
124,7d mid 7h mid,4d mid As bot,KdKh--AdAcAh,KdKh-7d7h-AdAcAh,KdKh-7d7h4d-AdAcAhAs,7d 7h Qs ,4d 6h As ,35.0,45.0,35.0,33.0,35.0,45.0,68.0,33.0,33.0,33.0,39.0,7d mid 7h mid,0.0,6h mid As bot,0.26833333333333087
125,8d mid 8h mid,Jd mid 5h bot,KdKh--AdAcAh,KdKh-8d8h-AdAcAh,KdKh-8d8hJd-AdAcAh5h,8d 5c 8h ,Jd Qc 5h ,33.0,25.0,25.0,0.0,0.0,23.0,29.0,35.0,29.0,29.0,22.0,8d mid 8h mid,0.0,Qc bot 5h mid,0.1423333333333332
126,6h mid 9h top,5h mid Th bot,KdKh--AdAcAh,KdKh9h-6h-AdAcAh,KdKh9h-6h5h-AdAcAhTh,8c 6h 9h ,5h Th Ks ,0.0,0.0,0.0,0.0,23.0,29.0,0.0,33.0,0.0,23.0,10.0,8c mid 9h mid,14.104666666666667,5h mid Th mid,1.1533333333333342
127,9c mid Qc mid,Ts top As bot,KdKh--AdAcAh,KdKh-9cQc-AdAcAh,KdKhTs-9cQc-AdAcAhAs,9c Qc Js ,4d Ts As ,0.0,0.0,35.0,0.0,0.0,33.0,0.0,35.0,0.0,37.0,14.0,9c mid Qc mid,0.0,Ts mid As bot,3.3963333333333328
128,6h mid 7h mid,Td top 7c mid,KdKh--AdAcAh,KdKh-6h7h-AdAcAh,KdKhTd-6h7h7c-AdAcAh,Qc 6h 7h ,Td 7c Qh ,23.0,23.0,25.0,41.0,0.0,31.0,0.0,23.0,23.0,31.0,22.0,6h mid 7h mid,0.0,7c mid Qh mid,0.5336666666666687
129,5d mid 8c mid,6d top 5c mid,KdKh--AdAcAh,KdKh-5d8c-AdAcAh,KdKh6d-5d8c5c-AdAcAh,5d 8c Jh ,6d 2c 5c ,29.0,29.0,23.0,41.0,23.0,25.0,25.0,0.0,23.0,23.0,24.0,5d mid 8c mid,0.0,6d bot 5c mid,0.6380000000000017
130,4d mid 4c mid,9c mid As bot,KdKh--AdAcAh,KdKh-4d4c-AdAcAh,KdKh-4d4c9c-AdAcAhAs,4d 4c Tc ,3c 9c As ,33.0,33.0,33.0,0.0,0.0,33.0,45.0,33.0,53.0,0.0,26.0,4d mid 4c mid,0.0,9c mid As bot,0.0
131,3s mid 9s mid,9c mid 9h mid,KdKh--AdAcAh,KdKh-3s9s-AdAcAh,KdKh-3s9s9c9h-AdAcAh,4h 3s 9s ,9c Qc 9h ,25.0,25.0,31.0,25.0,64.0,25.0,25.0,25.0,35.0,25.0,30.0,3s mid 9s mid,0.0,9c mid 9h mid,0.0
132,Td mid Qs mid,5d top Qh mid,KdKh--AdAcAh,KdKh-TdQs-AdAcAh,KdKh5d-TdQsQh-AdAcAh,9d Td Qs ,5d Qh 2s ,23.0,31.0,0.0,29.0,23.0,23.0,31.0,23.0,23.0,33.0,23.0,9d mid Td mid,0.6806666666666654,5d mid Qh mid,0.3273333333333319
133,8c mid Qc mid,3d top 8d mid,KdKh--AdAcAh,KdKh-8cQc-AdAcAh,KdKh3d-8cQc8d-AdAcAh,8c Qc 2h ,3d 8d 3h ,23.0,29.0,23.0,25.0,33.0,23.0,23.0,29.0,23.0,45.0,27.0,8c mid Qc mid,0.0,8d mid 3h bot,0.3323333333333345
134,7d mid Kc mid,6d mid 6s mid,KdKh--AdAcAh,KdKh-7dKc-AdAcAh,KdKh-7dKc6d6s-AdAcAh,7d Kc 2s ,6d 5h 6s ,25.0,0.0,0.0,0.0,31.0,0.0,31.0,29.0,23.0,29.0,16.0,7d mid 2s mid,2.946666666666667,6d mid 6s mid,0.0
135,Kc mid Ks mid,6c bot 7c mid,KdKh--AdAcAh,KdKh-KcKs-AdAcAh,KdKh-KcKs7c-AdAcAh6c,Kc 8s Ks ,Qd 6c 7c ,23.0,23.0,23.0,23.0,23.0,23.0,29.0,33.0,29.0,23.0,25.0,Kc mid Ks mid,0.0,Qd mid 7c bot,26.124333333333333
136,5s mid As bot,Tc mid Ks bot,KdKh--AdAcAh,KdKh-5s-AdAcAhAs,KdKh-5sTc-AdAcAhAsKs,5s 8s As ,Jd Tc Ks ,33.0,0.0,33.0,33.0,33.0,35.0,0.0,0.0,33.0,33.0,23.0,8s mid As bot,0.7353333333333332,Jd mid Tc mid,1.006333333333334
137,4d mid 5d mid,9d top Th bot,KdKh--AdAcAh,KdKh-4d5d-AdAcAh,KdKh9d-4d5d-AdAcAhTh,4d 5d 3c ,9d 3h Th ,0.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,33.0,10.0,4d mid 5d mid,0.0,9d mid Th bot,10.550333333333333
138,3s mid Js mid,7c bot 6h mid,KdKh--AdAcAh,KdKh-3sJs-AdAcAh,KdKh-3sJs6h-AdAcAh7c,Qd 3s Js ,7c Kc 6h ,0.0,29.0,0.0,35.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,3s mid Js mid,0.0,7c bot 6h mid,0.0
139,Td mid 8c mid,5c top Qs bot,KdKh--AdAcAh,KdKh-Td8c-AdAcAh,KdKh5c-Td8c-AdAcAhQs,Td Qd 8c ,5c 6c Qs ,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Td mid Qd mid,0.4753333333333334,6c bot Qs mid,9.603333333333333
140,3s mid Js mid,3c mid Kc bot,KdKh--AdAcAh,KdKh-3sJs-AdAcAh,KdKh-3sJs3c-AdAcAhKc,7d 3s Js ,6d 3c Kc ,23.0,23.0,0.0,23.0,23.0,23.0,31.0,33.0,23.0,23.0,22.0,3s mid Js mid,0.0,6d bot 3c mid,0.791999999999998
141,6d top 2s mid,5d mid 2c mid,KdKh--AdAcAh,KdKh6d-2s-AdAcAh,KdKh6d-2s5d2c-AdAcAh,6d 7c 2s ,5d 2c 9s ,23.0,23.0,0.0,31.0,33.0,0.0,23.0,23.0,45.0,23.0,22.0,6d mid 7c mid,2.0619999999999994,5d mid 2c mid,0.0
142,2c mid 2s mid,7c mid Tc top,KdKh--AdAcAh,KdKh-2c2s-AdAcAh,KdKhTc-2c2s7c-AdAcAh,2c 2s Ks ,7c Tc Jh ,23.0,23.0,0.0,23.0,33.0,23.0,35.0,0.0,23.0,0.0,18.0,2c mid 2s mid,0.0,7c mid Jh bot,0.576666666666668
143,Jc mid 9s mid,3c bot 6h top,KdKh--AdAcAh,KdKh-Jc9s-AdAcAh,KdKh6h-Jc9s-AdAcAh3c,Tc Jc 9s ,5d 3c 6h ,0.0,0.0,23.0,23.0,23.0,25.0,0.0,0.0,23.0,35.0,15.0,Tc mid Jc mid,0.5259999999999998,5d bot 3c mid,9.203333333333333
144,5h mid As bot,7d mid Qc bot,KdKh--AdAcAh,KdKh-5h-AdAcAhAs,KdKh-5h7d-AdAcAhAsQc,8c 5h As ,7d Td Qc ,33.0,33.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,37.0,16.0,8c mid As bot,0.3866666666666667,7d mid Td bot,0.0
145,Kc mid 9s mid,2c mid Qh bot,KdKh--AdAcAh,KdKh-Kc9s-AdAcAh,KdKh-Kc9s2c-AdAcAhQh,Jd Kc 9s ,2c 5h Qh ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,Jd mid 9s mid,3.277333333333333,5h bot Qh mid,7.958333333333333
146,2c mid 5s mid,7d bot 5c mid,KdKh--AdAcAh,KdKh-2c5s-AdAcAh,KdKh-2c5s5c-AdAcAh7d,2c 8c 5s ,7d 5c Qs ,23.0,0.0,25.0,33.0,23.0,0.0,23.0,25.0,23.0,23.0,19.0,2c mid 8c mid,0.39466666666666583,7d mid 5c mid,0.047333333333330785
147,Jd mid 6s mid,7d top Jc mid,KdKh--AdAcAh,KdKh-Jd6s-AdAcAh,KdKh7d-Jd6sJc-AdAcAh,Jd 2c 6s ,7d Jc Th ,23.0,25.0,23.0,31.0,23.0,23.0,23.0,23.0,35.0,0.0,22.0,2c mid 6s mid,0.5013333333333332,Jc mid Th mid,0.4546666666666681
148,Qd mid 8h mid,Td mid 7s top,KdKh--AdAcAh,KdKh-Qd8h-AdAcAh,KdKh7s-Qd8hTd-AdAcAh,Qd 8h Th ,Td Jd 7s ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8h mid Th mid,0.5826666666666664,Td mid 7s bot,0.2686666666666664
149,8h mid 3s mid,Kc bot Ts mid,KdKh--AdAcAh,KdKh-8h3s-AdAcAh,KdKh-8h3sTs-AdAcAhKc,8h Qh 3s ,Kc 7h Ts ,23.0,0.0,0.0,0.0,25.0,23.0,23.0,23.0,29.0,0.0,14.0,8h mid Qh mid,0.33266666666666644,7h bot Ts mid,0.27333333333333343
150,2s mid 9s mid,8h top 6s mid,KdKh--AdAcAh,KdKh-2s9s-AdAcAh,KdKh8h-2s9s6s-AdAcAh,2s 9s Ks ,5h 8h 6s ,0.0,0.0,37.0,23.0,0.0,29.0,0.0,0.0,0.0,0.0,8.0,2s mid 9s mid,0.0,5h bot 6s mid,1.0283333333333324
151,6d mid 6s mid,5s top Ts mid,KdKh--AdAcAh,KdKh-6d6s-AdAcAh,KdKh5s-6d6sTs-AdAcAh,6d 6s 9s ,5s Ts Qs ,23.0,23.0,33.0,23.0,23.0,23.0,23.0,29.0,45.0,23.0,26.0,6d mid 6s mid,0.0,5s mid Ts mid,0.37033333333333474
152,Qc mid 6s mid,6h mid Ks bot,KdKh--AdAcAh,KdKh-Qc6s-AdAcAh,KdKh-Qc6s6h-AdAcAhKs,Td Qc 6s ,5d 6h Ks ,0.0,23.0,23.0,23.0,25.0,23.0,23.0,45.0,23.0,23.0,23.0,Td mid Qc mid,0.22000000000000064,5d bot 6h mid,0.7116666666666696
153,9c mid Jc mid,5d top Js mid,KdKh--AdAcAh,KdKh-9cJc-AdAcAh,KdKh5d-9cJcJs-AdAcAh,9c Jc 3s ,5d 7h Js ,23.0,23.0,0.0,23.0,23.0,25.0,0.0,33.0,25.0,0.0,17.0,9c mid Jc mid,0.0,7h mid Js mid,0.7323333333333331
154,7c mid 9s mid,6c mid Jh bot,KdKh--AdAcAh,KdKh-7c9s-AdAcAh,KdKh-7c9s6c-AdAcAhJh,2c 7c 9s ,6c Jh 3s ,0.0,0.0,23.0,0.0,0.0,23.0,37.0,33.0,33.0,23.0,17.0,2c mid 7c mid,0.25466666666666704,6c mid Jh bot,0.0
155,4d mid 6h mid,8h top Qs mid,KdKh--AdAcAh,KdKh-4d6h-AdAcAh,KdKh8h-4d6hQs-AdAcAh,4d 6h 8s ,9c 8h Qs ,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,6h mid 8s mid,0.03933333333333344,9c bot 8h mid,9.453666666666667
156,Th mid Ts mid,8h top 5s mid,KdKh--AdAcAh,KdKh-ThTs-AdAcAh,KdKh8h-ThTs5s-AdAcAh,Th Qh Ts ,2c 8h 5s ,29.0,29.0,0.0,0.0,25.0,45.0,29.0,23.0,23.0,23.0,22.0,Th mid Ts mid,0.0,2c bot 5s mid,0.3546666666666667
157,6h mid 7s mid,Tc mid 3h bot,KdKh--AdAcAh,KdKh-6h7s-AdAcAh,KdKh-6h7sTc-AdAcAh3h,2d 6h 7s ,Tc 2h 3h ,0.0,23.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,2d mid 6h mid,0.007999999999999119,2h bot 3h mid,0.08766666666666723
158,5d mid Td mid,9c bot 5s mid,KdKh--AdAcAh,KdKh-5dTd-AdAcAh,KdKh-5dTd5s-AdAcAh9c,5d Td Ks ,9c Kc 5s ,23.0,23.0,0.0,0.0,41.0,0.0,25.0,29.0,23.0,31.0,19.0,5d mid Td mid,0.0,9c bot 5s mid,0.0
159,Kc mid 5h mid,3h mid Th bot,KdKh--AdAcAh,KdKh-Kc5h-AdAcAh,KdKh-Kc5h3h-AdAcAhTh,Kc 5h 8s ,7c 3h Th ,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,5h mid 8s mid,13.684666666666667,3h bot Th mid,0.009999999999999787
160,Td mid Jd mid,Jc mid 4h top,KdKh--AdAcAh,KdKh-TdJd-AdAcAh,KdKh4h-TdJdJc-AdAcAh,Td Jd 2s ,7d Jc 4h ,31.0,25.0,29.0,29.0,29.0,23.0,23.0,23.0,25.0,33.0,27.0,Td mid Jd mid,0.0,Jc mid 4h mid,0.6389999999999993
161,9c mid Tc mid,6s bot Ks mid,KdKh--AdAcAh,KdKh-9cTc-AdAcAh,KdKh-9cTcKs-AdAcAh6s,9c Tc 8s ,3d 6s Ks ,25.0,0.0,0.0,0.0,0.0,23.0,0.0,29.0,0.0,0.0,7.0,9c mid Tc mid,0.0,3d bot 6s mid,1.2096666666666653
